"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","oauth_application_id","captive_cultivated"
"Caretta caretta","2018-01-26 10:12:39 -0600","","Sinaloa, MX",23.2732904747,-106.4189742722,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9655633","https://static.inaturalist.org/photos/13191219/medium.jpg?1517234522","cotonpinto",9655633,"","Reptilia",39665,"false",0,0,"Fri Jan 26 2018 10:12:39 GMT-0600 (CST)","2018-01-26","2018-01-26 16:12:39 UTC","Central Time (US & Canada)",22,"Calle Boca del Mar, Mazatlán, SIN, MX","","true","","","false",11152,"2018-01-29 14:01:49 UTC","2018-01-29 14:30:49 UTC","needs_id","CC-BY-NC",3,"false"
"Caretta caretta","2007-03-04 11:59:00 -0700","","Quintana Roo, MX",19.6985613224,-87.4721088856,"Mexico 2007, Sea Life","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9644501","https://static.inaturalist.org/photos/13172183/medium.jpg?1517161773","jay",9644501,"Loggerhead Sea Turtle","Reptilia",39665,"false",2,0,"2007/03/04 11:59 AM MST","2007-03-04","2007-03-04 18:59:00 UTC","Mountain Time (US & Canada)",1970,"Quintana Roo, MX","","true","","","false",4530,"2018-01-28 17:49:59 UTC","2018-01-29 01:16:38 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2015-02-27 09:52:00 -0600","","Espírito Santo, BR",-19.6343522539,-39.9506620157,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9562666","https://static.inaturalist.org/photos/13051199/medium.jpeg?1516636454","lepidochelys",9562666,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2015/02/27 9:52 AM CST","2015-02-27","2015-02-27 15:52:00 UTC","Central Time (US & Canada)",122,"Regência, Espírito Santo, Brasil","","true","","","false",751531,"2018-01-22 15:57:15 UTC","2018-01-25 04:18:12 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2018-01-15 10:48:15 +0530","","Sri Lanka",6.384627161,80.1108663048,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9535706","https://static.inaturalist.org/photos/13006005/medium.jpeg?1516427701","joelle238",9535706,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2018-01-15 10:48:15 AM GMT+05:30","2018-01-15","2018-01-15 05:18:15 UTC","Chennai",NA,"AH43, Kosgoda, Sri Lanka","","true","gps","gps","false",745278,"2018-01-20 05:54:51 UTC","2018-01-21 10:35:23 UTC","research","CC-BY-NC",2,"false"
"Caretta caretta","2010-05-18 05:38:00 -0500","","Georgia, US",31.4637023964,-81.2499308715,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9490295","https://static.inaturalist.org/photos/12921053/medium.jpg?1516068885","groverbrown",9490295,"Loggerhead Sea Turtle","Reptilia",39665,"false",2,0,"2010/05/18 5:38 AM CDT","2010-05-18","2010-05-18 10:38:00 UTC","Central Time (US & Canada)",61,"McIntosh County, GA, USA","obscured","true","","","false",385210,"2018-01-16 02:18:28 UTC","2018-01-16 02:41:59 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2018-01-05 11:31:09 +0100","","Italy",45.6971591135,13.494012965,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9430864","https://static.inaturalist.org/photos/12818777/medium.jpeg?1515605363","davide2",9430864,"Tartaruga caretta","Reptilia",39665,"false",2,0,"2018-01-05 11:31:09 AM CET","2018-01-05","2018-01-05 10:31:09 UTC","Paris",NA,"34073 Grado GO, Italia","","true","gps","gps","false",145387,"2018-01-10 17:27:28 UTC","2018-01-14 08:54:02 UTC","research","",2,"false"
"Caretta caretta","1985-12-30 06:06:00 -0700","Recent reports of cold-stunned turtles in Florida twigged a memory of this sighting back in Dec 1985. This little turtle, about the size of the palm of my hand, was floating listlessly on the surface between Mosquito Bank and Molasses Reef.","Florida, US",25.0790509389,-80.2415210705,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9410741","https://static.inaturalist.org/photos/12783566/medium.jpeg?1515416830","mtncatt",9410741,"Loggerhead Sea Turtle","Reptilia",39665,"false",0,0,"1985/12/30 6:06 AM MST","1985-12-30","1985-12-30 13:06:00 UTC","Mountain Time (US & Canada)",488,"Monroe County, FL, USA","","true","","","false",5240,"2018-01-08 13:32:02 UTC","2018-01-08 14:05:16 UTC","needs_id","CC-BY",NA,"false"
"Caretta caretta","2012-08-03 02:00:00 +0200","","",38.3642088425,-28.2361548417,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9402595","https://static.inaturalist.org/photos/12777288/medium.jpeg?1515380336","stanvrem",9402595,"Caretta caretta","Reptilia",39665,"false",0,0,"2012-08-03T00:00:00+00:00","2012-08-03","2012-08-03 00:00:00 UTC","Amsterdam",1000,"Azores, PT","","true","","","false",615980,"2018-01-08 02:58:57 UTC","2018-01-08 16:10:22 UTC","needs_id","CC-BY-NC",NA,"false"
"Caretta caretta","2017-08-20 12:50:00 -0500","","United States",35.3213994892,-75.564821892,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9381817","https://static.inaturalist.org/photos/12743490/medium.jpg?1515248842","airalcorn2",9381817,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017/08/20 12:50 PM CDT","2017-08-20","2017-08-20 17:50:00 UTC","Central Time (US & Canada)",NA,"Buxton, NC 27920, USA","","true","","","false",1651,"2018-01-06 14:42:56 UTC","2018-01-13 19:48:56 UTC","research","CC-BY",NA,"false"
"Caretta caretta","2009-09-13 11:03:18 +0300","<a href=""http://en.wikipedia.org/wiki/Caretta_caretta"" rel=""nofollow"">en.wikipedia.org/wiki/Caretta_caretta</a>
They are named for their disproportionately large head. Grows up to 800 lbs (364 kg) and 3.5 feet (1.1 m) long. Nesting on Dalyan beach.","Mugla, TR",36.8752328788,28.6339968337,"Loggerhead, Sea, Turtle, Caretta caretta, Turkey, Dalyan, Türkiye, <U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>, <U+043F><U+0440><U+0438><U+0440><U+043E><U+0434><U+0430>, doga, Caretta caretta (Loggerhead ) turtle","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9293306","https://static.inaturalist.org/photos/12599169/medium.jpg?1514550561","katya",9293306,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2009-09-13 11:03:18","2009-09-13","2009-09-13 08:03:18 UTC","Sofia",NA,"Dalyan, Mugla, Turkey","","true","","","false",215001,"2017-12-29 12:29:31 UTC","2017-12-31 21:49:42 UTC","research","CC-BY-SA",NA,"false"
"Caretta caretta","2017-10-05 10:57:00 -0400","2 new hatchlings made it to the Atlantic soon after hurricane Irma, freed 1 from kelp on the beach.","Florida, US",28.0932082454,-80.4036399921,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9277813","https://static.inaturalist.org/photos/12572432/medium.jpg?1514420365","davenpaco",9277813,"","Reptilia",39665,"false",0,0,"Thu Oct 05 2017 10:57:00 GMT-0400 (EDT)","2017-10-05","2017-10-05 14:57:00 UTC","Eastern Time (US & Canada)",0,"451–699 Wavecrest Ave, Indialantic, , US","","true","","","false",740560,"2017-12-28 00:19:22 UTC","2017-12-28 00:33:10 UTC","needs_id","",3,"false"
"Caretta caretta","2017-12-26 09:39:19 -0200","Hatchling. Someone found it washed back up on the beach, and it was unable to swim when she tried to return it to the water. We called TAMAR and they advised us to keep it overnight with a little bit of seawater. We did, and they came to pick it up the following morning. ","Bahia, BR",-12.8032319201,-38.3957518564,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9270691","https://static.inaturalist.org/photos/12560539/medium.jpg?1514346469","deboas",9270691,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Tue Dec 26 2017 09:39:19 GMT-0300 (GMT-3)","2017-12-26","2017-12-26 11:39:19 UTC","Brasilia",99,"Atlantic Ocean, , BA, BR","","true","","","false",231737,"2017-12-27 03:46:51 UTC","2018-01-13 19:57:41 UTC","research","CC-BY-SA",3,"false"
"Caretta caretta","2017-12-19 12:07:00 -0600","","",27.5568960903,-93.0430852444,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9218570","https://static.inaturalist.org/photos/12471347/medium.jpeg?1513794463","mako252",9218570,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017/12/19 12:07 PM CST","2017-12-19","2017-12-19 18:07:00 UTC","Central Time (US & Canada)",15,"","","true","","","false",18812,"2017-12-20 18:28:27 UTC","2018-01-27 21:50:56 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2009-08-03 13:57:00 +1200","","Australia",-27.2139728693,153.5550977958,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9190700","https://static.inaturalist.org/photos/12440198/medium.jpeg?1513587581","dengland81",9190700,"Loggerhead Sea Turtle","Reptilia",39665,"false",3,0,"2009/08/03 1:57 PM +1200","2009-08-03","2009-08-03 01:57:00 UTC","Auckland",200,"Queensland, Australia","","true","","","false",736652,"2017-12-18 09:13:34 UTC","2018-01-11 12:38:34 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2017-12-16 13:06:00 -0500","","Virginia, US",37.2827856777,-76.1446541832,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9178626","https://static.inaturalist.org/photos/12420216/medium.jpg?1513526579","susanelliott",9178626,"Loggerhead Sea Turtle","Mammalia",39665,"false",0,0,"2017/12/16 1:06 PM EST","2017-12-16","2017-12-16 18:06:00 UTC","Eastern Time (US & Canada)",15,"Bay Creek, Cape Charles, VA 23310, USA","","true","","","false",12610,"2017-12-17 16:03:22 UTC","2017-12-17 17:35:04 UTC","needs_id","CC-BY-NC",NA,"false"
"Caretta caretta","2016-07-29 09:14:00 +0100","","Portugal",37.0187851776,-7.4974625771,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9177040","https://static.inaturalist.org/photos/12417501/medium.jpeg?1513497524","sequeirajluis",9177040,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2016/07/29 9:14 AM WEST","2016-07-29","2016-07-29 08:14:00 UTC","Europe/London",977,"","","true","","","false",395441,"2017-12-17 08:03:14 UTC","2017-12-17 08:46:23 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2017-08-14 10:25:59 -0500","","United States",39.0237041307,-84.5477739763,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/9094298","https://static.inaturalist.org/photos/12283765/medium.jpg?1512780822","diddle05",9094298,"","Reptilia",39665,"false",0,0,"Mon Aug 14 2017 10:25:59 GMT-0500 (CDT)","2017-08-14","2017-08-14 15:25:59 UTC","Central Time (US & Canada)",NA,"1 Aquarium Way, Newport, KY, US","","true","","","false",600521,"2017-12-09 00:53:36 UTC","2017-12-09 01:03:16 UTC","casual","",3,"true"
"Caretta caretta","2014-06-11 00:00:00 +0200","https://observation.org/waarneming/view/95191238","Antalya, TR",36.9195862063,30.981845716,"open, class-bulkobservationfile-user_id-73671-filename-observado_tim2-csv-project_id-2017-11-29 12:48:42 -0800.csv","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8985910","","purperlibel",8985910,"Caretta caretta","Reptilia",39665,"false",0,0,"06/11/2014 00:00","2014-06-11","2014-06-10 22:00:00 UTC","Brussels",NA,"Turkey - Antalya","","true","","","false",73671,"2017-11-29 21:21:18 UTC","2017-11-29 21:21:18 UTC","casual","CC-BY",NA,"false"
"Caretta caretta","2017-11-24 22:29:00 -0500","","United States",26.9645896802,-80.1319062194,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8960880","https://static.inaturalist.org/photos/12079799/medium.jpg?1511839782","stevemerkley",8960880,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017/11/24 10:29 PM EST","2017-11-24","2017-11-25 03:29:00 UTC","Eastern Time (US & Canada)",185,"10900 Jack Nicklaus Dr, North Palm Beach, FL 33408, USA","","true","","","false",5150,"2017-11-28 03:30:28 UTC","2017-11-28 03:36:24 UTC","casual","CC-BY",NA,"true"
"Caretta caretta","2017-08-17 15:50:08 -0400","","United States",39.1570335323,-84.5678797136,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8942790","https://static.inaturalist.org/photos/12049170/medium.jpg?1511721572","sarahe140",8942790,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Thu Aug 17 2017 15:50:08 GMT-0400 (EDT)","2017-08-17","2017-08-17 19:50:08 UTC","Eastern Time (US & Canada)",2000,"W 4th St, Newport, KY, US","","true","","","false",600507,"2017-11-26 18:39:16 UTC","2017-11-26 22:07:29 UTC","casual","",3,"true"
"Caretta caretta","2017-11-24 14:36:24 -0600","","Florida, US",30.3634977068,-86.0984231944,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8921070","","ninjarower",8921070,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Fri Nov 24 2017 14:36:24 GMT-0600 (CST)","2017-11-24","2017-11-24 20:36:24 UTC","Central Time (US & Canada)",207,"Gulf of Mexico, , , US","","true","","","false",714753,"2017-11-24 20:37:04 UTC","2017-11-26 14:04:54 UTC","casual","",3,"false"
"Caretta caretta","2017-11-18 00:00:00 -0600","","",21.044373506,-86.6341729072,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8904489","https://static.inaturalist.org/photos/11983747/medium.jpeg?1511409573","christian77amador",8904489,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017-11-18","2017-11-18","","Central America",122,"Arrecifes profundos de punta Cancún","","true","","","false",87570,"2017-11-23 04:04:11 UTC","2017-12-11 07:30:58 UTC","research","",NA,"false"
"Caretta caretta","2017-11-12 17:07:17 -0600","","Veracruz, MX",19.1395408584,-96.1722689485,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8818030","https://static.inaturalist.org/photos/11844915/medium.jpg?1510766084","adrianh-mtz",8818030,"","Reptilia",39665,"false",0,0,"Sun Nov 12 2017 17:07:17 GMT-0600 (CST)","2017-11-12","2017-11-12 23:07:17 UTC","Central Time (US & Canada)",0,"Ricardo Flores Magón, Veracruz, VER, MX","","true","","","false",162328,"2017-11-15 17:14:39 UTC","2017-11-15 17:16:37 UTC","casual","",3,"true"
"Caretta caretta","2017-11-12 16:27:00 -1000","","Sinaloa, MX",23.3395756107,-106.4049358501,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8788643","https://static.inaturalist.org/photos/11796980/medium.jpg?1510540108","gzc_angelesfelix12",8788643,"Tortuga caguama","Reptilia",39665,"false",0,0,"2017/11/12 4:27 PM HST","2017-11-12","2017-11-13 02:27:00 UTC","Hawaii",61,"Mazatlán, Sin., México","","true","","","false",688803,"2017-11-13 02:29:47 UTC","2017-11-13 02:31:34 UTC","needs_id","CC-BY-NC",NA,"false"
"Caretta caretta","2017-10-29 14:39:25 +0100","","Emilia-Romagna, IT",44.6138075434,12.2603792716,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8614755","https://static.inaturalist.org/photos/11523738/medium.jpeg?1509374281","luigitoschi2",8614755,"Tartaruga caretta","Reptilia",39665,"false",4,0,"2017-10-29 2:39:25 PM CET","2017-10-29","2017-10-29 13:39:25 UTC","Paris",2752,"Via Caduti del Mare, 2, 44022 Porto Garibaldi FE, Italia","","true","gps","gps","false",483133,"2017-10-30 14:37:10 UTC","2018-01-04 11:36:41 UTC","research","",2,"false"
"Caretta caretta","2017-07-05 06:34:31 +0200","Adult female during and after nesting","Peloponnese, Western Greece and the Ionian Islands, GR",37.3367905051,21.6129512902,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8471040","https://static.inaturalist.org/photos/11293875/medium.jpg?1508454702","cheloniax",8471040,"Loggerhead Sea Turtle","Reptilia",39665,"false",2,0,"Wed Jul 05 2017 06:34:31 GMT+0200 (GMT+2)","2017-07-05","2017-07-05 04:34:31 UTC","Africa/Johannesburg",44,"27054 Zacharo, Zacharo, Elis, GR","","true","","","false",676478,"2017-10-19 23:09:25 UTC","2017-10-20 17:28:58 UTC","research","",3,"false"
"Caretta caretta","2017-08-14 11:45:34 +0200","Hatchling on its way to the sea and in the water","Peloponnese, Western Greece and the Ionian Islands, GR",37.2717948652,21.7128760049,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8470993","https://static.inaturalist.org/photos/11293724/medium.jpg?1508454320","cheloniax",8470993,"Tartaruga caretta","Reptilia",39665,"false",1,0,"Mon Aug 14 2017 11:45:34 GMT+0200 (GMT+2)","2017-08-14","2017-08-14 09:45:34 UTC","Africa/Johannesburg",164,"27054 Zacharo, Zacharo, Elis, GR","","true","","","false",676478,"2017-10-19 23:04:48 UTC","2017-10-20 13:22:55 UTC","research","",3,"false"
"Caretta caretta","2017-09-27 00:00:00 -0400","","",28.8591216856,-118.3540582896,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8449427","https://static.inaturalist.org/photos/11259505/medium.jpeg?1508297457","sergiomtz",8449427,"Tortuga caguama","Reptilia",39665,"false",1,0,"2017/09/27 8:41 AM -04","2017-09-27","","La Paz",488,"","","true","","","false",457568,"2017-10-18 03:31:02 UTC","2017-10-18 04:29:24 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2017-10-17 18:24:42 -0400","Sea turtle volunteer nest excavation of a Loggerhead Sea Turtle nest.","North Carolina, US",36.1567916986,-75.6429587284,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8445664","https://static.inaturalist.org/photos/11251937/medium.jpg?1508279259","joshl",8445664,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Tue Oct 17 2017 18:24:42 GMT-0400 (EDT)","2017-10-17","2017-10-17 22:24:42 UTC","Eastern Time (US & Canada)",30,"138 Wampum Dr, Duck, NC, US","","true","","","false",470229,"2017-10-17 22:26:58 UTC","2017-10-18 00:54:41 UTC","research","",3,"false"
"Caretta caretta","2017-10-14 13:58:44 -0400","","Chatham County, US-GA, US",31.8693017403,-81.1852667817,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8400795","https://static.inaturalist.org/photos/11177292/medium.jpg?1508004220","larissa11",8400795,"","Reptilia",39665,"false",0,0,"Sat Oct 14 2017 13:58:44 GMT-0400 (EDT)","2017-10-14","2017-10-14 17:58:44 UTC","Eastern Time (US & Canada)",NA,"30 Ocean Science Cir, Savannah, GA, US","","true","","","false",670096,"2017-10-14 18:03:24 UTC","2017-10-15 19:22:32 UTC","casual","",3,"true"
"Caretta caretta","2017-10-14 12:54:59 -0400","","Chatham County, US-GA, US",31.8170606289,-81.1105920547,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8399992","https://static.inaturalist.org/photos/11175612/medium.jpeg?1508000308","morgan75",8399992,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017-10-14 12:54:59 PM EDT","2017-10-14","2017-10-14 16:54:59 UTC","Eastern Time (US & Canada)",NA,"43 Jameswood Ave, Savannah, GA 31406, USA","","true","gps","gps","false",669979,"2017-10-14 16:58:21 UTC","2017-10-19 14:41:08 UTC","casual","",2,"true"
"Caretta caretta","2006-09-16 18:38:50 -0400","","North Carolina, US",34.7808733808,-77.0732562849,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/8389416","https://static.inaturalist.org/photos/11158764/medium.jpg?1507926700","abookb",8389416,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Sat Sep 16 2006 18:38:50 GMT-0400 (EDT)","2006-09-16","2006-09-16 22:38:50 UTC","Eastern Time (US & Canada)",631,"Atlantic Ocean, White Oak, NC, US","","true","","","false",382654,"2017-10-13 20:31:30 UTC","2017-10-16 20:48:28 UTC","research","CC-BY-SA",3,"false"
